GEOID,NAMELSAD,tract_area_sq_mile,transit_stop_count,transit_stops_per_sq_mile,has_transit_access,large_tract_flag
06073009101,Census Tract 91.01,1.073453830523495,19,17.69987628693281,1,0
06073008368,Census Tract 83.68,1.0202584173888056,0,0.0,0,0
06073017057,Census Tract 170.57,1.1532976299291655,5,4.3353943251466625,1,0
06073021502,Census Tract 215.02,4.131257878105494,0,0.0,0,0
06073008371,Census Tract 83.71,0.808893178804059,0,0.0,0,0
06073008373,Census Tract 83.73,1.204885041722149,0,0.0,0,0
06073017201,Census Tract 172.01,0.9536614596607947,6,6.291540817990195,1,0
06073007911,Census Tract 79.11,0.1387391648958084,5,36.038850340168516,1,0
06073007601,Census Tract 76.01,7.1039263981712235,22,3.096878932425806,1,0
06073008201,Census Tract 82.01,0.32359950931375636,10,30.902395436898445,1,0
06073020035,Census Tract 200.35,1.3125061410526397,6,4.571407182284081,1,0
06073020032,Census Tract 200.32,1.611279084791296,3,1.8618748473288729,1,0
06073020033,Census Tract 200.33,0.6353052643695478,0,0.0,0,0
06073020030,Census Tract 200.30,2.291452978545249,7,3.0548303044141094,1,0
06073008377,Census Tract 83.77,0.133488887127876,5,37.456301476318686,1,0
06073008379,Census Tract 83.79,0.0976388843120092,3,30.72546374468365,1,0
06073018202,Census Tract 182.02,0.23749362898990803,9,37.89575340727327,1,0
06073018616,Census Tract 186.16,1.4778654508064584,7,4.736561096397619,1,0
06073018102,Census Tract 181.02,0.6055981166887004,8,13.210080711186048,1,0
06073005102,Census Tract 51.02,0.08766220484408581,9,102.66682221839177,1,0
06073005101,Census Tract 51.01,0.08749866668949341,3,34.286236733710496,1,0
06073017901,Census Tract 179.01,0.6247515409887805,13,20.8082720042998,1,0
06073022102,Census Tract 221.02,2.369647500002934,19,8.018070198194659,1,0
06073017070,Census Tract 170.70,1.0107592029926031,0,0.0,0,0
06073008380,Census Tract 83.80,0.9409137919178372,0,0.0,0,0
06073018301,Census Tract 183.01,0.9520693790784551,0,0.0,0,0
06073017902,Census Tract 179.02,0.3110063622244989,1,3.2153683058038323,1,0
06073007912,Census Tract 79.12,0.15379749276487725,3,19.50616974352335,1,0
