GEOID,NAMELSAD,school_count,elementary_school_count,middle_school_count,high_school_count,other_school_count,charter_school_count,tract_area_sq_mile,schools_per_sq_mile,district_name,district_type,district_grade_low,district_grade_high,district_overlap_pct,ela_students_tested,ela_current_status,ela_status_level,ela_change,ela_change_level,math_students_tested,math_current_status,math_status_level,math_change,math_change_level,academic_strength_score,academic_strength_tier
06073018301,Census Tract 183.01,0,0,0,0,0,0,0.9521544601167855,0.0,Oceanside Unified,Unified,PK,12,0.25573981562125125,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073017902,Census Tract 179.02,1,1,0,0,0,0,0.3110329908585701,3.2150930267545483,Carlsbad Unified,Unified,PK,12,0.9999999999999996,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073007912,Census Tract 79.12,1,0,1,0,0,0,0.15379905677430106,6.501990460627417,San Diego Unified,Unified,PK,12,0.9999999999999999,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073007602,Census Tract 76.02,0,0,0,0,0,0,0.3215512906293654,0.0,San Diego Unified,Unified,PK,12,0.9947793224054298,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073013327,Census Tract 133.27,1,0,0,1,0,0,0.6162701331716907,1.6226650395231852,Chula Vista Elementary,Elementary,PK,12,0.9999999999999992,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073017606,Census Tract 176.06,0,0,0,0,0,0,0.7700406628798345,0.0,Encinitas Union Elementary,Elementary,KG,06,0.9999999999999992,2514,46.9,5,2.8,3,2513,31.9,4,0.1,3,4.5,high
06073017605,Census Tract 176.05,0,0,0,0,0,0,1.135863565826751,0.0,Encinitas Union Elementary,Elementary,KG,06,1.0000000000000007,2514,46.9,5,2.8,3,2513,31.9,4,0.1,3,4.5,high
06073010018,Census Tract 100.18,0,0,0,0,0,0,1.3199382816556346,0.0,Sweetwater Union High,High,KG,12,1.0000000000000007,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073013321,Census Tract 133.21,1,1,0,0,0,0,0.7495602989634105,1.3341154826141808,Chula Vista Elementary,Elementary,PK,12,1.0000000000000004,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073020038,Census Tract 200.38,3,0,0,3,0,1,2.8747754543738226,1.0435597658368951,San Marcos Unified,Unified,KG,12,0.9999999999999992,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073005103,Census Tract 51.03,2,1,0,0,1,0,1.0182169606654072,1.9642179194235727,San Diego Unified,Unified,PK,12,0.3938762883666528,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073020712,Census Tract 207.12,4,1,2,1,0,0,2.3443299179329085,1.7062444877754082,Escondido Union High,High,06,12,0.9999999999999988,1422,6.7,3,2.4,3,1425,-102.2,2,7.2,4,2.5,medium
06073005401,Census Tract 54.01,0,0,0,0,0,0,0.10114873370927456,0.0,San Diego Unified,Unified,PK,12,1.0000000000000007,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000301,Census Tract 3.01,0,0,0,0,0,0,0.1551320816574745,0.0,San Diego Unified,Unified,PK,12,0.9999999999999997,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000302,Census Tract 3.02,0,0,0,0,0,0,0.1918811849695981,0.0,San Diego Unified,Unified,PK,12,0.9999999999999999,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001801,Census Tract 18.01,1,1,0,0,0,0,0.12121554771613846,8.249766790162855,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073015002,Census Tract 150.02,0,0,0,0,0,0,0.5341464864823722,0.0,Grossmont Union High,High,KG,12,1.0000000000000004,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073015001,Census Tract 150.01,1,0,1,0,0,0,0.662961671646577,1.5083828262896881,Grossmont Union High,High,KG,12,1.0000000000000002,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014701,Census Tract 147.01,0,0,0,0,0,0,0.43006889495503386,0.0,Grossmont Union High,High,KG,12,1.0000000000000002,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073014702,Census Tract 147.02,1,1,0,0,0,0,0.5462511365557208,1.8306598065961082,Grossmont Union High,High,KG,12,0.9727103125436424,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073010201,Census Tract 102.01,0,0,0,0,0,0,3.0613268747372526,0.0,Sweetwater Union High,High,KG,12,0.8489055346364802,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073020711,Census Tract 207.11,2,1,0,1,0,0,39.197487858162276,0.051023678028476786,Valley Center-Pauma Unified,Unified,KG,12,0.5877723149304352,1795,-62.6,2,0.0,3,1812,-104.7,1,8.1,4,1.5,lower
06073010202,Census Tract 102.02,2,1,0,1,0,1,0.34346382197459474,5.823029594505402,South Bay Union,Elementary,PK,08,1.0000000000000004,1961,-49.7,2,10.6,4,1991,-78.5,2,6.1,4,2.0,lower
06073009307,Census Tract 93.07,1,0,0,0,1,1,1.786600805775031,0.5597221252602077,San Diego Unified,Unified,PK,12,0.9999999999999996,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073021002,Census Tract 210.02,3,1,1,1,0,0,433.8015579741871,0.006915604485169949,Borrego Springs Unified,Unified,PK,12,0.767682054343824,166,-46.7,2,13.8,4,167,-85.4,2,15.9,5,2.0,lower
06073009203,Census Tract 92.03,1,1,0,0,0,0,0.5896033834570615,1.6960553959792974,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073009204,Census Tract 92.04,2,2,0,0,0,1,0.7935479949565262,2.520326448697748,San Diego Unified,Unified,PK,12,1.0,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073009308,Census Tract 93.08,0,0,0,0,0,0,0.3586851181324141,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073007401,Census Tract 74.01,1,0,1,0,0,0,0.22883861670403471,4.369891823342632,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073007303,Census Tract 73.03,0,0,0,0,0,0,0.13953069434943138,0.0,San Diego Unified,Unified,PK,12,0.9844887303038111,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073021401,Census Tract 214.01,7,2,2,3,0,7,1.0387135693316505,6.73910518421751,San Diego Unified,Unified,PK,12,0.9886732507405097,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073021501,Census Tract 215.01,1,1,0,0,0,0,0.712391797464802,1.4037219456466414,Del Mar Union Elementary,Elementary,KG,06,0.9999999999999997,2108,81.6,5,4.5,4,2143,77.7,5,0.5,3,5.0,high
06073005601,Census Tract 56.01,0,0,0,0,0,0,0.08956107017577396,0.0,San Diego Unified,Unified,PK,12,1.0,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005403,Census Tract 54.03,0,0,0,0,0,0,0.19940517696837567,0.0,San Diego Unified,Unified,PK,12,0.9888201644240889,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005402,Census Tract 54.02,1,0,0,1,0,1,0.305896700781224,3.2690774285767654,San Diego Unified,Unified,PK,12,0.9584916075995997,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005301,Census Tract 53.01,0,0,0,0,0,0,0.15372250153974737,0.0,San Diego Unified,Unified,PK,12,0.9999999999999996,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005802,Census Tract 58.02,0,0,0,0,0,0,0.18449186774581836,0.0,San Diego Unified,Unified,PK,12,0.9972144768573692,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005801,Census Tract 58.01,1,1,0,0,0,0,0.12758519240526522,7.837900160259755,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005201,Census Tract 52.01,3,0,0,2,1,1,0.19520227642704133,15.36867322918377,San Diego Unified,Unified,PK,12,1.0000000000000007,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073004102,Census Tract 41.02,0,0,0,0,0,0,0.1467440869364903,0.0,San Diego Unified,Unified,PK,12,0.9999999999999991,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000902,Census Tract 9.02,0,0,0,0,0,0,0.10469311746180046,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073004101,Census Tract 41.01,1,1,0,0,0,0,0.4381177605673337,2.2824913527930613,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005202,Census Tract 52.02,0,0,0,0,0,0,0.09032696033582129,0.0,San Diego Unified,Unified,PK,12,0.9999999999999999,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001202,Census Tract 12.02,1,1,0,0,0,0,0.14182453862236358,7.050966001466795,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073000901,Census Tract 9.01,0,0,0,0,0,0,0.13533909214749254,0.0,San Diego Unified,Unified,PK,12,0.9999999999999999,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073019109,Census Tract 191.09,1,1,0,0,0,0,34.588464769555884,0.028911372813521956,Bonsall Unified,Unified,PK,12,0.5327460034095739,1209,7.4,3,7.5,4,1208,-27.9,2,1.5,3,2.5,medium
06073017111,Census Tract 171.11,0,0,0,0,0,0,9.002498114572393,0.0,San Dieguito Union High,High,07,12,0.6997129415883208,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073017059,Census Tract 170.59,0,0,0,0,0,0,0.8267447268385071,0.0,Poway Unified,Unified,PK,12,1.0000000000000009,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073021402,Census Tract 214.02,0,0,0,0,0,0,0.3050374507090398,0.0,San Diego Unified,Unified,PK,12,0.962751311717097,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073020042,Census Tract 200.42,1,0,0,0,1,1,1.4411031657001432,0.6939128466310471,San Marcos Unified,Unified,KG,12,0.9999999999999996,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073017112,Census Tract 171.12,1,0,1,0,0,0,5.3679275905519805,0.18629163362041004,San Dieguito Union High,High,07,12,0.8997934584203043,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073020031,Census Tract 200.31,1,1,0,0,0,0,1.7270205523884141,0.579031904754713,San Marcos Unified,Unified,KG,12,0.8544049193955334,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073017113,Census Tract 171.13,1,0,0,1,0,0,3.474137079126165,0.2878412616497924,San Dieguito Union High,High,07,12,0.7428440067896983,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073013323,Census Tract 133.23,1,1,0,0,0,0,0.7638098308492777,1.309226406379325,Chula Vista Elementary,Elementary,PK,12,0.9999999999999994,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073020043,Census Tract 200.43,2,2,0,0,0,0,1.388336822995347,1.4405726095235198,San Marcos Unified,Unified,KG,12,1.0000000000000013,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073016618,Census Tract 166.18,0,0,0,0,0,0,0.41534910893304117,0.0,Grossmont Union High,High,KG,12,0.999852333891492,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073020110,Census Tract 201.10,0,0,0,0,0,0,18.3390100191755,0.0,Escondido Union,Elementary,PK,08,0.6436788747087985,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073001802,Census Tract 18.02,2,2,0,0,0,1,0.1684370353040345,11.873873203656979,San Diego Unified,Unified,PK,12,1.0000000000000009,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073005302,Census Tract 53.02,1,0,0,1,0,1,0.18270604663707557,5.473272605949295,San Diego Unified,Unified,PK,12,1.0,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001302,Census Tract 13.02,1,0,0,0,1,0,0.16979210689002344,5.889555282141077,San Diego Unified,Unified,PK,12,0.9999999999999993,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073001201,Census Tract 12.01,0,0,0,0,0,0,0.12296868585454704,0.0,San Diego Unified,Unified,PK,12,0.9999999999999998,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073021305,Census Tract 213.05,3,2,0,1,0,1,15.104334100042905,0.19861848792072723,Grossmont Union High,High,KG,12,0.9999999999999997,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073021101,Census Tract 211.01,4,2,1,1,0,0,234.6993069511369,0.01704308398674896,Mountain Empire Unified,Unified,PK,12,0.8538746968623333,842,-65.6,2,3.7,4,848,-100.5,1,-5.0,2,1.5,lower
06073013322,Census Tract 133.22,1,1,0,0,0,0,0.5828039907597607,1.7158427461973451,Chula Vista Elementary,Elementary,PK,12,1.0000000000000009,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073015706,Census Tract 157.06,0,0,0,0,0,0,0.10491726749895082,0.0,Cajon Valley Union,Elementary,PK,12,1.0000000000000004,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073015705,Census Tract 157.05,0,0,0,0,0,0,0.159505183348676,0.0,Cajon Valley Union,Elementary,PK,12,0.9999999999999996,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073015408,Census Tract 154.08,0,0,0,0,0,0,1.0716471701957277,0.0,Cajon Valley Union,Elementary,PK,12,0.9999999999999988,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073013425,Census Tract 134.25,2,1,1,0,0,0,1.1443230282883992,1.7477582383284416,Chula Vista Elementary,Elementary,PK,12,0.9999999999999984,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073021001,Census Tract 210.01,0,0,0,0,0,0,631.539107966139,0.0,Julian Union Elementary,Elementary,PK,12,0.5695856957853295,172,-29.0,2,17.6,5,172,-52.6,2,6.3,4,2.0,lower
06073013423,Census Tract 134.23,1,1,0,0,0,0,6.000194546663481,0.1666612627678995,Chula Vista Elementary,Elementary,PK,12,0.7235725852718082,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073013320,Census Tract 133.20,0,0,0,0,0,0,3.0866280755951596,0.0,Sweetwater Union High,High,KG,12,1.0000000000000002,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073013424,Census Tract 134.24,3,1,0,0,2,2,1.116253253202159,2.6875621561630383,Chula Vista Elementary,Elementary,PK,12,1.0000000000000002,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073016403,Census Tract 164.03,0,0,0,0,0,0,2.0740716369994736,0.0,Cajon Valley Union,Elementary,PK,12,1.0000000000000004,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073020812,Census Tract 208.12,0,0,0,0,0,0,2.4923497953042397,0.0,Ramona City Unified,Unified,KG,12,0.9999999999999993,2402,-18.1,2,12.2,4,2407,-54.2,2,-0.7,3,2.0,lower
06073021102,Census Tract 211.02,1,1,0,0,0,0,217.51475834212914,0.004597389196125714,Mountain Empire Unified,Unified,PK,12,0.9999642920061401,842,-65.6,2,3.7,4,848,-100.5,1,-5.0,2,1.5,lower
06073010016,Census Tract 100.16,0,0,0,0,0,0,7.399277428077839,0.0,Sweetwater Union High,High,KG,12,0.9999999999999992,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073013316,Census Tract 133.16,2,1,0,1,0,0,1.032252617062671,1.9375102246687494,Chula Vista Elementary,Elementary,PK,12,1.0000000000000004,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073019111,Census Tract 191.11,4,2,1,0,1,0,11.216569939536646,0.35661525952783735,Valley Center-Pauma Unified,Unified,KG,12,0.9999999999999997,1795,-62.6,2,0.0,3,1812,-104.7,1,8.1,4,1.5,lower
06073019110,Census Tract 191.10,2,1,0,1,0,2,20.67893060234956,0.09671680022818772,Valley Center-Pauma Unified,Unified,KG,12,1.0000000000000013,1795,-62.6,2,0.0,3,1812,-104.7,1,8.1,4,1.5,lower
06073013315,Census Tract 133.15,0,0,0,0,0,0,0.4884812598136121,0.0,Chula Vista Elementary,Elementary,PK,12,0.9999999999999998,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073018615,Census Tract 186.15,1,1,0,0,0,0,0.46508320748306525,2.1501528842802013,Oceanside Unified,Unified,PK,12,1.0000000000000007,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073020040,Census Tract 200.40,2,2,0,0,0,0,1.673595033173658,1.1950322272451874,San Marcos Unified,Unified,KG,12,1.0000000000000013,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073013608,Census Tract 136.08,2,1,1,0,0,0,0.4761156025103212,4.200660489710887,Cajon Valley Union,Elementary,PK,12,0.9999999999999997,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073013607,Census Tract 136.07,1,1,0,0,0,0,0.9792031504194262,1.0212385443936387,Grossmont Union High,High,KG,12,1.0000000000000004,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073008202,Census Tract 82.02,0,0,0,0,0,0,0.4373217184681026,0.0,San Diego Unified,Unified,PK,12,0.4106616082280836,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073013422,Census Tract 134.22,1,1,0,0,0,0,2.1891269791164523,0.4568031044063087,Chula Vista Elementary,Elementary,PK,12,1.0000000000000018,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073017062,Census Tract 170.62,1,1,0,0,0,0,4.881574801485682,0.20485192600053065,San Dieguito Union High,High,07,12,0.6267459089618374,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073020310,Census Tract 203.10,1,1,0,0,0,1,2.1959888375423255,0.45537572090719974,San Marcos Unified,Unified,KG,12,0.9916371570487934,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073017308,Census Tract 173.08,0,0,0,0,0,0,0.48617523268390544,0.0,San Dieguito Union High,High,07,12,1.0000000000000004,5480,80.1,5,8.2,4,5473,56.8,5,5.8,4,5.0,high
06073020311,Census Tract 203.11,0,0,0,0,0,0,5.7450052387511645,0.0,Escondido Union,Elementary,PK,08,0.5915610379586849,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073019108,Census Tract 191.08,1,1,0,0,0,1,76.4675968429575,0.013077434642724721,Valley Center-Pauma Unified,Unified,KG,12,0.8220956713484138,1795,-62.6,2,0.0,3,1812,-104.7,1,8.1,4,1.5,lower
06073013326,Census Tract 133.26,1,1,0,0,0,0,0.5974974139074556,1.6736474112252588,Chula Vista Elementary,Elementary,PK,12,1.0000000000000002,12181,10.6,4,1.8,3,12271,-14.3,3,2.1,3,3.5,medium_high
06073022101,Census Tract 221.01,0,0,0,0,0,0,4.835117752189333,0.0,Carlsbad Unified,Unified,PK,12,0.9999999999999996,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073010019,Census Tract 100.19,0,0,0,0,0,0,1.1742244830853121,0.0,Sweetwater Union High,High,KG,12,1.0000000000000009,14236,-1.0,2,4.8,4,14254,-62.9,2,9.8,4,2.0,lower
06073016703,Census Tract 167.03,0,0,0,0,0,0,0.5993556660009378,0.0,Grossmont Union High,High,KG,12,0.9999999999999996,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073017066,Census Tract 170.66,0,0,0,0,0,0,10.182881052979777,0.0,Poway Unified,Unified,PK,12,0.7325070592948949,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073016705,Census Tract 167.05,1,1,0,0,0,0,0.5781367858992185,1.729694467451378,Grossmont Union High,High,KG,12,0.9999999999999991,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073020312,Census Tract 203.12,0,0,0,0,0,0,5.60766004075877,0.0,Escondido Union,Elementary,PK,08,0.9696882471071985,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073020313,Census Tract 203.13,0,0,0,0,0,0,2.9806652755314893,0.0,Escondido Union,Elementary,PK,08,0.9228576924443379,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073020034,Census Tract 200.34,0,0,0,0,0,0,0.5416847631981926,0.0,Encinitas Union Elementary,Elementary,KG,06,1.000000000000001,2514,46.9,5,2.8,3,2513,31.9,4,0.1,3,4.5,high
06073020111,Census Tract 201.11,1,1,0,0,0,0,5.48201649109197,0.18241462819839285,Escondido Union,Elementary,PK,08,1.0000000000000004,8482,-36.0,2,6.0,4,8539,-58.9,2,5.1,4,2.0,lower
06073020039,Census Tract 200.39,0,0,0,0,0,0,0.23368174989755916,0.0,San Marcos Unified,Unified,KG,12,0.9999999999999997,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073020044,Census Tract 200.44,0,0,0,0,0,0,3.32695112857414,0.0,San Marcos Unified,Unified,KG,12,0.9999999999999996,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073019210,Census Tract 192.10,3,1,0,1,1,0,0.8114529584534931,3.697071985192521,Vista Unified,Unified,KG,12,1.0000000000000004,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073020036,Census Tract 200.36,0,0,0,0,0,0,0.30791370978409643,0.0,San Marcos Unified,Unified,KG,12,0.9999999999999997,9524,14.0,4,3.6,4,9545,-18.1,3,1.4,3,3.5,medium_high
06073019305,Census Tract 193.05,1,1,0,0,0,0,0.4967764573143697,2.012977839984838,Vista Unified,Unified,KG,12,0.9999999999999994,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073019304,Census Tract 193.04,0,0,0,0,0,0,0.4672978474246368,0.0,Vista Unified,Unified,KG,12,1.0000000000000004,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073019209,Census Tract 192.09,0,0,0,0,0,0,8.546470330460366,0.0,Vista Unified,Unified,KG,12,0.4964700481979569,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073020813,Census Tract 208.13,3,1,0,2,0,0,5.086393373286857,0.5898088841802227,Ramona City Unified,Unified,KG,12,1.0000000000000009,2402,-18.1,2,12.2,4,2407,-54.2,2,-0.7,3,2.0,lower
06073016706,Census Tract 167.06,2,0,1,1,0,1,0.7122825129844331,2.807874633367154,Grossmont Union High,High,KG,12,1.0000000000000018,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073016404,Census Tract 164.04,0,0,0,0,0,0,0.2459412164828358,0.0,Cajon Valley Union,Elementary,PK,12,0.9999999999999991,9545,-51.1,2,2.4,3,9748,-82.4,2,-1.4,3,2.0,lower
06073009109,Census Tract 91.09,0,0,0,0,0,0,0.32946237357321184,0.0,San Diego Unified,Unified,PK,12,1.0000000000000004,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073007402,Census Tract 74.02,0,0,0,0,0,0,0.3547362059853623,0.0,San Diego Unified,Unified,PK,12,1.0000000000000002,44849,12.4,4,5.3,4,45112,-19.1,3,4.5,4,3.5,medium_high
06073016621,Census Tract 166.21,1,1,0,0,0,0,2.3393551903633765,0.4274682203537754,Grossmont Union High,High,KG,12,1.0000000000000007,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073016620,Census Tract 166.20,0,0,0,0,0,0,0.3565499587498039,0.0,Grossmont Union High,High,KG,12,1.0000000000000004,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073016813,Census Tract 168.13,1,1,0,0,0,0,3.536310462495421,0.2827806015918476,Grossmont Union High,High,KG,12,0.9999999999999994,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073016812,Census Tract 168.12,1,0,1,0,0,0,8.503442554395924,0.11759943030167727,Grossmont Union High,High,KG,12,1.0000000000000016,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073016704,Census Tract 167.04,1,1,0,0,0,0,1.8079538969131497,0.553111449195343,Grossmont Union High,High,KG,12,0.9999999999999986,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073018805,Census Tract 188.05,0,0,0,0,0,0,6.741843182338154,0.0,Fallbrook Union High,High,09,12,0.5394517442076298,452,14.0,3,16.3,5,453,-80.2,2,18.9,5,2.5,medium
06073016619,Census Tract 166.19,2,1,0,1,0,0,1.8338166114194319,1.090621596263073,Grossmont Union High,High,KG,12,0.9927714646703514,3527,-1.8,2,5.6,4,3517,-86.7,2,3.1,4,2.0,lower
06073018804,Census Tract 188.04,0,0,0,0,0,0,8.953394806036552,0.0,Fallbrook Union Elementary,Elementary,PK,08,0.6568681096252351,2941,12.0,4,11.1,4,2958,-22.5,3,6.0,4,3.5,medium_high
06073018525,Census Tract 185.25,2,1,1,0,0,0,0.8814307679846638,2.269038105593789,Vista Unified,Unified,KG,12,1.0,8800,-17.0,2,5.7,4,8824,-49.4,2,4.2,4,2.0,lower
06073018524,Census Tract 185.24,0,0,0,0,0,0,0.7036380184198503,0.0,Oceanside Unified,Unified,PK,12,0.9986729629330757,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073018522,Census Tract 185.22,5,1,1,1,2,2,2.7433098364705075,1.8226158538595512,Oceanside Unified,Unified,PK,12,0.9628531134397567,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
06073017067,Census Tract 170.67,1,1,0,0,0,0,0.9481899813573387,1.0546409682250544,Poway Unified,Unified,PK,12,0.9868998170739938,17379,56.5,5,0.8,3,17419,39.8,5,2.6,3,5.0,high
06073019811,Census Tract 198.11,0,0,0,0,0,0,3.7990965759928725,0.0,Carlsbad Unified,Unified,PK,12,0.7852526723648852,5352,48.2,5,-2.1,3,5365,20.6,4,0.3,3,4.5,high
06073018620,Census Tract 186.20,1,1,0,0,0,0,0.2778718936457604,3.598780671480328,Oceanside Unified,Unified,PK,12,0.9999999999999997,7087,-25.4,2,4.4,4,7087,-56.3,2,5.1,4,2.0,lower
