geo_id,tract_name,total_population,population_under_5,population_under_5_rate,population_under_18,population_under_18_rate,population_65_plus,median_age,hispanic_latino_population,hispanic_latino_rate,total_households,households_with_children,households_with_seniors,avg_household_size,avg_family_size,school_enrolled_population,elementary_school_enrollment,high_school_enrollment,bachelors_or_higher,median_household_income,mean_household_income,poverty_rate,family_poverty_rate,employed_population,unemployed_population,unemployment_rate,drove_alone_count,drove_alone_rate,public_transit_commute_count,public_transit_commute_rate,work_from_home_count,work_from_home_rate,total_housing_units,occupied_housing_units,vacant_housing_units,vacancy_rate,owner_occupied_units,renter_occupied_units,renter_rate,vehicle_households,no_vehicle_households,no_vehicle_rate,one_vehicle_households,two_vehicle_households,three_plus_vehicle_households,median_gross_rent,rent_burden_30_34_count,rent_burden_35_plus_count,tract_type_flag
1400000US06073013505,Census Tract 135.05; San Diego County; California,5450,222,4.1,971,17.8,985,43.9,1678,30.8,1960,570,738,2.78,3.17,1154,414,303,1301,113333.0,135337.0,10.6,13.3,2751,253,5.4,2210,77.3,19,0.7,360,12.6,2035,1960,75,3.7,1253,707,36.1,1960,91,4.6,482,785,602,2446.0,33,347,residential_or_mixed
1400000US06073013506,Census Tract 135.06; San Diego County; California,4331,249,5.7,1031,23.8,784,37.9,1617,37.3,1210,498,484,3.57,3.64,1067,456,188,908,111304.0,124557.0,9.9,7.1,1969,241,7.1,1616,84.5,15,0.8,168,8.8,1210,1210,0,0.0,895,315,26.0,1210,0,0.0,228,468,514,1998.0,18,110,residential_or_mixed
1400000US06073013601,Census Tract 136.01; San Diego County; California,5214,455,8.7,1257,24.1,1018,40.8,1863,35.7,1995,637,695,2.57,3.06,1098,502,246,1667,122238.0,151533.0,4.9,2.0,2179,129,3.2,1677,76.5,27,1.2,328,15.0,2088,1995,93,4.5,1566,429,21.5,1995,136,6.8,445,771,643,1814.0,14,172,residential_or_mixed
1400000US06073013604,Census Tract 136.04; San Diego County; California,5525,206,3.7,1061,19.2,1280,40.1,722,13.1,2024,569,755,2.7,3.02,1156,610,230,1745,106622.0,127559.0,10.6,8.0,2432,126,2.7,2062,79.0,0,0.0,299,11.5,2181,2024,157,7.2,1350,674,33.3,2024,26,1.3,406,1029,563,2608.0,61,313,residential_or_mixed
1400000US06073013605,Census Tract 136.05; San Diego County; California,6383,488,7.6,1538,24.1,1484,44.7,857,13.4,2331,838,1153,2.74,2.91,1432,517,411,2572,132554.0,192087.0,5.4,2.2,2998,42,0.8,2530,88.5,0,0.0,200,7.0,2418,2331,87,3.6,2117,214,9.2,2331,36,1.5,499,991,805,3204.0,0,153,residential_or_mixed
1400000US06073013607,Census Tract 136.07; San Diego County; California,2151,44,2.0,350,16.3,589,46.7,483,22.5,954,206,437,2.25,3.02,578,209,124,538,79847.0,99539.0,6.4,6.3,1016,53,2.9,647,64.1,13,1.3,230,22.8,1040,954,86,8.3,552,402,42.1,954,54,5.7,387,412,101,2567.0,8,162,residential_or_mixed
1400000US06073013608,Census Tract 136.08; San Diego County; California,3801,227,6.0,901,23.7,762,45.7,659,17.3,1563,524,615,2.42,3.0,783,392,170,861,73583.0,94810.0,23.0,23.1,1359,264,8.9,950,71.0,0,0.0,211,15.8,1709,1563,146,8.5,732,831,53.2,1563,241,15.4,523,591,208,2608.0,34,445,residential_or_mixed
1400000US06073013701,Census Tract 137.01; San Diego County; California,2541,132,5.2,611,24.0,549,44.2,773,30.4,853,281,358,2.98,3.32,645,306,147,774,123750.0,144710.0,10.2,5.4,1062,52,2.6,637,60.5,0,0.0,350,33.2,888,853,35,3.9,658,195,22.9,853,49,5.7,159,246,399,1799.0,16,103,residential_or_mixed
1400000US06073013702,Census Tract 137.02; San Diego County; California,5743,387,6.7,1542,26.9,642,33.0,3106,54.1,1687,686,470,3.38,3.53,1615,721,290,824,91217.0,119664.0,7.7,7.1,2437,359,8.3,1768,69.0,35,1.4,471,18.4,1723,1687,36,2.1,780,907,53.8,1687,0,0.0,370,727,590,1987.0,107,484,residential_or_mixed
1400000US06073013801,Census Tract 138.01; San Diego County; California,5381,77,1.4,925,17.2,546,39.3,2686,49.9,1805,507,451,2.89,3.41,1140,495,321,1260,86477.0,120163.0,11.0,8.5,2643,230,4.9,1959,73.5,75,2.8,233,8.7,1805,1805,0,0.0,1146,659,36.5,1805,77,4.3,447,622,659,1738.0,36,429,residential_or_mixed
1400000US06073013802,Census Tract 138.02; San Diego County; California,3125,195,6.2,759,24.3,343,35.8,1728,55.3,880,350,226,3.45,3.73,727,283,274,493,96613.0,103481.0,16.4,13.1,1441,189,7.6,1126,78.2,23,1.6,72,5.0,900,880,20,2.2,363,517,58.8,880,30,3.4,211,371,268,2182.0,21,218,residential_or_mixed
1400000US06073013903,Census Tract 139.03; San Diego County; California,3471,194,5.6,768,22.1,819,36.0,1890,54.5,1161,364,521,2.87,3.74,854,289,210,785,116488.0,135839.0,5.2,4.6,1487,82,2.9,1210,78.3,20,1.3,235,15.2,1209,1161,48,4.0,790,371,32.0,1161,122,10.5,256,433,350,2750.0,11,140,residential_or_mixed
1400000US06073013905,Census Tract 139.05; San Diego County; California,4486,386,8.6,1209,27.0,537,35.7,1999,44.6,1218,520,380,3.67,3.93,1151,552,193,1253,138340.0,160628.0,3.0,0.9,2171,88,2.7,1849,81.7,19,0.8,132,5.8,1266,1218,48,3.8,1154,64,5.3,1218,0,0.0,189,480,549,2538.0,6,36,residential_or_mixed
1400000US06073013906,Census Tract 139.06; San Diego County; California,4830,330,6.8,1225,25.4,760,36.3,2097,43.4,1715,472,591,2.81,3.56,1116,624,217,888,74625.0,100696.0,18.5,13.6,2197,203,5.5,1676,74.5,0,0.0,321,14.3,1755,1715,40,2.3,981,734,42.8,1715,134,7.8,446,477,658,1687.0,201,301,residential_or_mixed
1400000US06073013907,Census Tract 139.07; San Diego County; California,3616,247,6.8,719,19.9,334,34.1,2061,57.0,1236,482,264,2.9,3.2,908,326,295,344,74545.0,82855.0,16.5,14.9,1569,131,4.4,1293,77.0,53,3.2,130,7.7,1325,1236,89,6.7,283,953,77.1,1236,40,3.2,544,473,179,1690.0,71,411,residential_or_mixed
1400000US06073013908,Census Tract 139.08; San Diego County; California,3853,183,4.7,903,23.4,343,34.2,1968,51.1,1107,416,243,3.41,3.7,903,388,219,579,118259.0,131281.0,7.1,3.5,1981,152,4.9,1617,82.1,5,0.3,143,7.3,1107,1107,0,0.0,549,558,50.4,1107,87,7.9,367,126,527,1823.0,27,194,residential_or_mixed
1400000US06073013909,Census Tract 139.09; San Diego County; California,4742,54,1.1,636,13.4,813,45.6,2447,51.6,1502,312,637,3.15,3.64,1029,376,219,570,105944.0,128235.0,9.1,2.3,2317,354,8.4,1486,65.4,20,0.9,189,8.3,1502,1502,0,0.0,1358,144,9.6,1502,95,6.3,249,322,836,1663.0,0,94,residential_or_mixed
1400000US06073014001,Census Tract 140.01; San Diego County; California,5020,445,8.9,1038,20.7,814,37.3,2514,50.1,1521,475,597,3.26,4.03,1023,380,126,664,85223.0,109213.0,10.2,3.9,2218,305,7.5,1702,73.4,10,0.4,335,14.5,1647,1521,126,7.7,924,597,39.3,1521,30,2.0,401,634,456,2158.0,27,319,residential_or_mixed
1400000US06073014002,Census Tract 140.02; San Diego County; California,4093,114,2.8,1175,28.7,614,37.9,1799,44.0,1200,484,446,3.34,3.66,1313,724,301,667,78430.0,107930.0,10.5,11.2,1622,126,4.2,1387,85.8,15,0.9,88,5.4,1258,1200,58,4.6,995,205,17.1,1200,76,6.3,241,446,437,1840.0,42,95,residential_or_mixed
1400000US06073014101,Census Tract 141.01; San Diego County; California,4139,290,7.0,775,18.7,668,40.9,1920,46.4,1260,351,443,3.25,3.45,731,349,111,698,108365.0,137499.0,2.7,1.0,2112,73,2.1,1506,73.8,52,2.5,289,14.2,1260,1260,0,0.0,969,291,23.1,1260,78,6.2,142,454,586,2426.0,56,114,residential_or_mixed
1400000US06073014102,Census Tract 141.02; San Diego County; California,3608,90,2.5,854,23.7,648,37.8,1691,46.9,1063,391,420,3.39,3.62,1110,561,146,457,107234.0,115390.0,7.6,3.7,1783,112,4.0,1548,88.1,62,3.5,77,4.4,1063,1063,0,0.0,837,226,21.3,1063,17,1.6,126,411,509,2316.0,62,99,residential_or_mixed
1400000US06073014200,Census Tract 142; San Diego County; California,7017,304,4.3,1174,16.7,1110,38.2,2627,37.4,2003,609,760,3.42,3.76,1836,508,288,1212,114340.0,146496.0,7.1,8.3,3790,149,2.5,3015,78.1,76,2.0,429,11.1,2033,2003,30,1.5,1480,523,26.1,2003,58,2.9,254,670,1021,1958.0,217,142,residential_or_mixed
1400000US06073014300,Census Tract 143; San Diego County; California,4282,185,4.3,1217,28.4,344,32.5,2238,52.3,1253,653,266,3.4,3.61,1279,514,380,546,91744.0,101115.0,9.7,6.3,2058,190,5.9,1481,71.3,24,1.2,176,8.5,1324,1253,71,5.4,470,783,62.5,1253,54,4.3,219,589,391,1891.0,15,343,residential_or_mixed
1400000US06073014400,Census Tract 144; San Diego County; California,4426,257,5.8,1054,23.8,484,33.3,2439,55.1,1992,529,445,2.22,3.46,1020,525,255,245,51234.0,62328.0,18.1,17.6,2189,64,1.8,1587,71.9,161,7.3,232,10.5,2071,1992,79,3.8,192,1800,90.4,1992,223,11.2,1037,537,195,1781.0,43,1087,residential_or_mixed
1400000US06073014500,Census Tract 145; San Diego County; California,4031,245,6.1,1132,28.1,486,34.8,1846,45.8,1439,485,336,2.72,3.62,1209,603,271,774,84390.0,102395.0,7.1,3.7,1955,114,3.8,1547,77.7,62,3.1,226,11.3,1458,1439,19,1.3,748,691,48.0,1439,22,1.5,459,636,322,1992.0,58,368,residential_or_mixed
1400000US06073014601,Census Tract 146.01; San Diego County; California,4791,270,5.6,931,19.4,705,40.3,1329,27.7,2299,518,566,2.06,3.02,1138,510,157,1362,81085.0,104371.0,22.2,14.7,2498,102,2.6,1388,56.6,76,3.1,679,27.7,2403,2299,104,4.3,824,1475,64.2,2299,389,16.9,947,676,287,1692.0,92,583,residential_or_mixed
1400000US06073014602,Census Tract 146.02; San Diego County; California,5155,649,12.6,1423,27.6,911,35.8,986,19.1,1900,804,682,2.71,2.97,1016,457,129,1660,132446.0,152019.0,7.2,5.7,1917,170,4.5,1504,71.4,13,0.6,457,21.7,1955,1900,55,2.8,1165,735,38.7,1900,34,1.8,381,1042,443,2397.0,57,372,residential_or_mixed
1400000US06073014701,Census Tract 147.01; San Diego County; California,3688,244,6.6,680,18.4,647,35.4,1268,34.4,1454,369,509,2.54,3.33,793,271,150,1171,113485.0,147129.0,6.3,1.0,2232,64,2.1,1812,81.1,22,1.0,268,12.0,1573,1454,119,7.6,825,629,43.3,1454,62,4.3,390,767,235,2063.0,12,216,residential_or_mixed
1400000US06073014702,Census Tract 147.02; San Diego County; California,3996,266,6.7,916,22.9,702,36.1,1027,25.7,1584,541,511,2.52,3.01,920,480,133,1363,120882.0,141768.0,1.5,0.0,2039,107,3.4,1221,58.2,14,0.7,643,30.6,1765,1584,181,10.3,1315,269,17.0,1584,105,6.6,458,671,350,2511.0,39,209,residential_or_mixed
1400000US06073014803,Census Tract 148.03; San Diego County; California,4692,195,4.2,826,17.6,836,38.4,892,19.0,2146,603,581,2.1,2.83,948,303,230,1410,83775.0,108221.0,11.7,0.0,2598,209,5.2,1579,62.3,20,0.8,525,20.7,2384,2146,238,10.0,692,1454,67.8,2146,279,13.0,1004,583,280,1973.0,189,635,residential_or_mixed
1400000US06073014804,Census Tract 148.04; San Diego County; California,4527,361,8.0,872,19.3,980,39.2,690,15.2,1946,479,686,2.26,3.09,1054,304,74,1605,99107.0,128022.0,8.5,3.7,2032,122,3.3,1461,74.6,0,0.0,395,20.2,2038,1946,92,4.5,1278,668,34.3,1946,45,2.3,711,751,439,1833.0,88,386,residential_or_mixed
1400000US06073014805,Census Tract 148.05; San Diego County; California,5131,378,7.4,1027,20.0,462,37.6,1263,24.6,2253,609,313,2.24,2.9,956,449,171,1660,105790.0,115371.0,13.4,14.9,2806,174,4.2,2153,73.7,0,0.0,367,12.6,2346,2253,93,4.0,1053,1200,53.3,2253,60,2.7,954,733,506,2327.0,27,560,residential_or_mixed
1400000US06073014806,Census Tract 148.06; San Diego County; California,3277,62,1.9,465,14.2,339,38.8,1161,35.4,1620,240,300,2.02,2.82,715,344,48,525,67500.0,75169.0,24.6,30.3,1736,87,3.0,1055,62.4,89,5.3,295,17.4,1645,1620,25,1.5,217,1403,86.6,1620,186,11.5,798,486,150,1766.0,152,686,residential_or_mixed
1400000US06073014901,Census Tract 149.01; San Diego County; California,4994,427,8.6,1225,24.5,859,33.2,1306,26.2,1855,631,572,2.69,3.01,1224,490,292,1512,83018.0,112647.0,11.3,4.2,2422,221,5.7,1539,62.3,0,0.0,425,17.2,1967,1855,112,5.7,724,1131,61.0,1855,129,7.0,675,636,415,2148.0,185,515,residential_or_mixed
1400000US06073014902,Census Tract 149.02; San Diego County; California,3018,64,2.1,324,10.7,748,45.8,639,21.2,1478,217,444,1.95,2.9,618,188,90,871,74792.0,90531.0,4.2,0.8,1701,70,2.6,1359,80.0,11,0.6,190,11.2,1478,1478,0,0.0,534,944,63.9,1478,85,5.8,794,306,293,1667.0,215,462,residential_or_mixed
1400000US06073015001,Census Tract 150.01; San Diego County; California,4418,644,14.6,1290,29.2,623,31.9,1906,43.1,1582,484,432,2.79,3.45,1110,425,177,1323,114833.0,117820.0,24.8,15.4,2076,67,2.1,1526,73.6,14,0.7,297,14.3,1602,1582,20,1.2,849,733,46.3,1582,35,2.2,413,829,305,2126.0,28,276,residential_or_mixed
1400000US06073015002,Census Tract 150.02; San Diego County; California,2984,100,3.4,727,24.4,382,31.4,1078,36.1,1206,327,168,2.34,3.28,900,473,163,690,69545.0,95347.0,15.2,11.1,1184,252,10.7,1102,74.4,57,3.8,147,9.9,1206,1206,0,0.0,150,1056,87.6,1206,54,4.5,613,383,156,2499.0,110,716,residential_or_mixed
1400000US06073015100,Census Tract 151; San Diego County; California,4811,296,6.2,1270,26.4,574,36.2,1209,25.1,1763,626,448,2.71,3.27,1368,547,277,1246,103244.0,124258.0,4.8,2.1,2499,204,5.6,1831,73.7,36,1.4,445,17.9,1879,1763,116,6.2,1080,683,38.7,1763,41,2.3,552,719,451,2336.0,90,312,residential_or_mixed
1400000US06073015200,Census Tract 152; San Diego County; California,3730,125,3.4,599,16.1,884,54.7,640,17.2,1386,309,569,2.69,2.88,789,194,231,1577,160313.0,222221.0,3.9,1.3,1803,48,1.5,1257,70.1,0,0.0,319,17.8,1447,1386,61,4.2,1287,99,7.1,1386,18,1.3,181,671,516,,4,15,residential_or_mixed
1400000US06073015301,Census Tract 153.01; San Diego County; California,3347,166,5.0,659,19.7,367,41.2,749,22.4,1081,315,269,3.1,3.75,824,223,379,697,78580.0,103105.0,16.2,11.1,1629,212,7.6,1218,75.1,124,7.6,140,8.6,1093,1081,12,1.1,646,435,40.2,1081,8,0.7,278,355,440,2023.0,52,345,residential_or_mixed
1400000US06073015302,Census Tract 153.02; San Diego County; California,4518,185,4.1,874,19.3,963,44.7,1050,23.2,1415,438,561,2.95,3.18,1017,377,242,1200,112656.0,152570.0,7.0,4.6,2137,142,3.7,1469,68.8,18,0.8,423,19.8,1563,1415,148,9.5,1103,312,22.0,1415,35,2.5,358,500,522,2067.0,33,112,residential_or_mixed
1400000US06073015403,Census Tract 154.03; San Diego County; California,2580,36,1.4,619,24.0,553,44.4,401,15.5,830,323,393,3.1,3.24,744,375,165,1011,160625.0,210405.0,3.1,1.4,1165,78,3.9,828,69.7,10,0.8,227,19.1,834,830,4,0.5,702,128,15.4,830,24,2.9,138,309,359,2337.0,0,57,residential_or_mixed
1400000US06073015405,Census Tract 154.05; San Diego County; California,5434,103,1.9,1090,20.1,1152,44.5,1189,21.9,1731,579,765,3.13,3.37,1345,526,330,1551,139494.0,178808.0,4.4,5.1,2416,273,6.1,1761,74.0,0,0.0,378,15.9,1767,1731,36,2.0,1435,296,17.1,1731,78,4.5,336,643,674,2027.0,16,182,residential_or_mixed
1400000US06073015406,Census Tract 154.06; San Diego County; California,2704,171,6.3,481,17.8,615,43.1,451,16.7,862,251,437,3.14,3.57,619,122,148,1077,169375.0,207479.0,7.7,6.9,1368,133,5.8,1060,80.5,0,0.0,138,10.5,899,862,37,4.1,813,49,5.7,862,15,1.7,136,305,406,2645.0,0,40,residential_or_mixed
1400000US06073015407,Census Tract 154.07; San Diego County; California,3640,427,11.7,970,26.6,495,33.6,779,21.4,1265,509,378,2.88,3.18,880,385,64,609,49544.0,65374.0,19.6,12.3,1458,188,6.9,925,67.8,11,0.8,173,12.7,1329,1265,64,4.8,284,981,77.5,1265,207,16.4,401,472,185,2034.0,21,647,residential_or_mixed
1400000US06073015408,Census Tract 154.08; San Diego County; California,4482,264,5.9,895,20.0,1043,48.2,562,12.5,1392,433,850,3.15,3.41,852,234,291,748,143125.0,135596.0,11.8,8.2,2057,58,1.5,1364,66.3,18,0.9,356,17.3,1402,1392,10,0.7,1109,283,20.3,1392,25,1.8,254,491,622,2235.0,32,118,residential_or_mixed
1400000US06073015501,Census Tract 155.01; San Diego County; California,5665,364,6.4,1121,19.8,1153,43.2,1621,28.6,1866,467,778,3.04,3.3,1239,425,252,1099,112703.0,148763.0,8.4,6.0,2493,288,6.2,1697,68.7,9,0.4,299,12.1,1890,1866,24,1.3,1745,121,6.5,1866,30,1.6,408,549,879,1538.0,17,47,residential_or_mixed
1400000US06073015502,Census Tract 155.02; San Diego County; California,3013,170,5.6,695,23.1,408,37.6,691,22.9,995,330,294,3.03,3.26,735,307,197,565,143542.0,159877.0,5.5,2.4,1312,78,3.2,961,74.1,0,0.0,216,16.7,1044,995,49,4.7,817,178,17.9,995,16,1.6,184,316,479,3250.0,11,73,residential_or_mixed
1400000US06073015601,Census Tract 156.01; San Diego County; California,6110,174,2.8,1292,21.1,974,38.5,1376,22.5,2076,642,707,2.93,3.66,1382,416,413,824,64757.0,86238.0,17.8,11.4,2959,662,13.2,2187,74.2,58,2.0,419,14.2,2096,2076,20,1.0,962,1114,53.7,2076,114,5.5,706,636,620,1992.0,79,579,residential_or_mixed
1400000US06073015602,Census Tract 156.02; San Diego County; California,2732,107,3.9,617,22.6,524,41.2,692,25.3,824,291,375,3.23,3.45,689,324,150,805,154333.0,177231.0,13.9,12.1,1139,113,5.1,824,72.6,0,0.0,225,19.8,829,824,5,0.6,747,77,9.3,824,60,7.3,59,293,412,1180.0,0,22,residential_or_mixed
1400000US06073015701,Census Tract 157.01; San Diego County; California,6513,483,7.4,1771,27.2,591,33.5,1676,25.7,2333,927,441,2.74,3.1,1435,859,416,831,45285.0,56848.0,31.8,31.1,3147,199,4.0,2923,92.9,18,0.6,121,3.8,2373,2333,40,1.7,322,2011,86.2,2333,117,5.0,1553,588,75,1787.0,157,1227,residential_or_mixed
1400000US06073015704,Census Tract 157.04; San Diego County; California,4928,478,9.7,1443,29.3,580,34.6,1798,36.5,1439,601,445,3.41,3.87,1526,428,337,561,46022.0,68206.0,32.8,24.7,1995,217,5.9,1327,72.2,65,3.5,150,8.2,1503,1439,64,4.3,498,941,65.4,1439,198,13.8,470,438,333,1863.0,21,611,residential_or_mixed
1400000US06073015705,Census Tract 157.05; San Diego County; California,3771,110,2.9,503,13.3,790,45.4,1067,28.3,1279,285,455,2.71,3.01,568,291,91,455,56811.0,71242.0,21.0,11.1,1595,114,3.4,1164,73.3,42,2.6,79,5.0,1293,1279,14,1.1,197,1082,84.6,1279,88,6.9,660,379,152,1841.0,26,669,residential_or_mixed
1400000US06073015706,Census Tract 157.06; San Diego County; California,2458,214,8.7,665,27.1,650,35.4,874,35.6,814,217,500,3.02,4.03,552,323,76,285,37432.0,53086.0,26.2,22.4,636,166,9.1,375,67.7,21,3.8,55,9.9,836,814,22,2.6,211,603,74.1,814,89,10.9,433,186,106,1892.0,65,307,residential_or_mixed
1400000US06073015801,Census Tract 158.01; San Diego County; California,3947,154,3.9,1019,25.8,342,31.6,2072,52.5,1450,657,334,2.72,3.41,1095,445,270,369,53602.0,58148.0,21.6,15.2,1649,142,4.7,1026,62.0,80,4.8,331,20.0,1462,1450,12,0.8,62,1388,95.7,1450,222,15.3,750,401,77,1743.0,227,768,residential_or_mixed
1400000US06073015802,Census Tract 158.02; San Diego County; California,4479,251,5.6,829,18.5,978,41.1,1083,24.2,1519,422,399,2.5,3.03,1168,325,260,496,60368.0,75200.0,20.6,13.9,1567,311,8.3,1163,75.8,12,0.8,137,8.9,1612,1519,93,5.8,331,1188,78.2,1519,217,14.3,514,678,110,1870.0,276,540,residential_or_mixed
1400000US06073015901,Census Tract 159.01; San Diego County; California,3442,656,19.1,1382,40.2,173,26.4,1897,55.1,983,471,128,3.44,4.33,1151,411,159,362,46372.0,62079.0,19.4,17.2,1290,191,9.0,909,71.7,30,2.4,57,4.5,1034,983,51,4.9,131,852,86.7,983,135,13.7,553,253,42,1776.0,37,551,residential_or_mixed
1400000US06073015902,Census Tract 159.02; San Diego County; California,5586,552,9.9,1742,31.2,631,32.6,1864,33.4,1761,793,471,3.17,3.51,2016,673,532,493,46969.0,74183.0,26.4,31.3,2066,234,5.7,1509,75.3,64,3.2,225,11.2,1761,1761,0,0.0,444,1317,74.8,1761,323,18.3,624,568,246,1809.0,60,826,residential_or_mixed
1400000US06073016000,Census Tract 160; San Diego County; California,2424,91,3.8,374,15.4,414,44.2,748,30.9,908,201,335,2.67,3.03,516,205,30,587,90357.0,110238.0,25.8,23.3,1208,45,2.2,856,72.2,42,3.5,110,9.3,985,908,77,7.8,635,273,30.1,908,31,3.4,295,254,328,1670.0,14,114,residential_or_mixed
1400000US06073016100,Census Tract 161; San Diego County; California,6199,399,6.4,1444,23.3,1038,37.2,1366,22.0,2106,855,639,2.93,3.45,1783,728,454,1340,114228.0,129747.0,8.5,6.0,2757,143,3.0,1951,71.7,25,0.9,527,19.4,2232,2106,126,5.6,1541,565,26.8,2106,0,0.0,694,538,874,2147.0,20,437,residential_or_mixed
1400000US06073016201,Census Tract 162.01; San Diego County; California,5537,363,6.6,1379,24.9,1262,41.5,516,9.3,1895,631,755,2.9,3.28,1578,730,261,1786,130852.0,146283.0,6.0,2.7,2376,116,2.7,1813,78.8,16,0.7,359,15.6,1895,1895,0,0.0,1671,224,11.8,1895,13,0.7,453,997,432,2655.0,0,103,residential_or_mixed
1400000US06073016202,Census Tract 162.02; San Diego County; California,3470,372,10.7,962,27.7,203,29.6,879,25.3,1330,420,159,2.6,3.6,1161,228,250,561,72342.0,88324.0,15.8,19.1,1722,229,8.8,1276,71.7,1,0.1,256,14.4,1576,1330,246,15.6,213,1117,84.0,1330,116,8.7,767,381,66,1926.0,163,448,residential_or_mixed
1400000US06073016301,Census Tract 163.01; San Diego County; California,5120,252,4.9,1263,24.7,495,35.1,2054,40.1,1806,664,422,2.83,3.52,1541,560,341,429,63889.0,76059.0,24.3,20.9,2340,426,10.6,1430,64.6,45,2.0,263,11.9,1943,1806,137,7.1,699,1107,61.3,1806,263,14.6,514,695,334,1696.0,151,615,residential_or_mixed
1400000US06073016302,Census Tract 163.02; San Diego County; California,5669,332,5.9,1832,32.3,406,30.1,1989,35.1,1777,902,322,3.16,3.55,2144,1024,323,534,51164.0,70260.0,30.0,29.8,2496,183,4.6,1637,66.9,73,3.0,213,8.7,1905,1777,128,6.7,354,1423,80.1,1777,107,6.0,900,477,293,1866.0,139,832,residential_or_mixed
1400000US06073016401,Census Tract 164.01; San Diego County; California,5194,478,9.2,1335,25.7,1071,39.3,1393,26.8,1690,627,628,2.87,3.51,1355,574,166,922,111250.0,131123.0,3.5,1.1,2044,161,4.1,1375,68.4,17,0.8,222,11.0,1761,1690,71,4.0,1399,291,17.2,1690,109,6.4,369,642,570,2000.0,37,114,residential_or_mixed
1400000US06073016403,Census Tract 164.03; San Diego County; California,5362,309,5.8,1778,33.2,935,35.9,1250,23.3,1639,857,594,3.17,3.37,1986,1055,390,1260,80341.0,119905.0,10.1,4.9,2250,131,3.5,1314,58.5,151,6.7,525,23.4,1695,1639,56,3.3,981,658,40.1,1639,161,9.8,480,508,490,1812.0,12,491,residential_or_mixed
1400000US06073016404,Census Tract 164.04; San Diego County; California,4110,145,3.5,766,18.6,367,40.6,1346,32.7,905,335,267,3.11,3.68,956,403,116,241,46835.0,70257.0,42.4,23.2,1460,314,9.2,940,64.4,46,3.2,134,9.2,905,905,0,0.0,329,576,63.6,905,105,11.6,353,329,118,1463.0,35,233,residential_or_mixed
1400000US06073016502,Census Tract 165.02; San Diego County; California,7767,840,10.8,2190,28.2,982,33.8,2923,37.6,2479,1052,730,3.09,3.56,2275,861,398,1125,68202.0,82378.0,18.7,13.4,3521,233,4.0,2604,73.5,0,0.0,199,5.6,2511,2479,32,1.3,756,1723,69.5,2479,117,4.7,900,775,687,1860.0,135,1001,residential_or_mixed
1400000US06073016503,Census Tract 165.03; San Diego County; California,2912,186,6.4,713,24.5,315,38.4,961,33.0,951,340,268,3.06,3.08,773,342,98,423,109023.0,112343.0,8.4,5.8,1491,95,4.2,1003,66.5,56,3.7,267,17.7,1038,951,87,8.4,570,381,40.1,951,38,4.0,202,493,218,2340.0,56,130,residential_or_mixed
1400000US06073016504,Census Tract 165.04; San Diego County; California,6521,566,8.7,1707,26.2,796,32.1,1912,29.3,2243,857,589,2.89,3.94,1870,526,553,843,70394.0,86407.0,20.1,21.1,2898,416,8.2,2214,78.5,158,5.6,208,7.4,2346,2243,103,4.4,609,1634,72.8,2243,299,13.3,823,788,333,2053.0,152,918,residential_or_mixed
1400000US06073016606,Census Tract 166.06; San Diego County; California,3704,253,6.8,743,20.1,674,41.5,827,22.3,1409,338,477,2.62,3.29,808,342,161,916,128750.0,143607.0,1.9,0.0,1970,95,3.1,1538,78.9,34,1.7,199,10.2,1409,1409,0,0.0,1060,349,24.8,1409,36,2.6,315,631,427,2569.0,82,146,residential_or_mixed
1400000US06073016607,Census Tract 166.07; San Diego County; California,7167,507,7.1,1600,22.3,1541,42.0,1296,18.1,2461,719,1037,2.88,3.29,1613,648,345,1739,143331.0,148080.0,7.7,4.1,3448,127,2.2,2468,73.6,100,3.0,507,15.1,2530,2461,69,2.7,1988,473,19.2,2461,85,3.5,607,1260,509,2388.0,64,198,residential_or_mixed
1400000US06073016608,Census Tract 166.08; San Diego County; California,2471,108,4.4,578,23.4,386,40.8,234,9.5,811,306,267,3.01,3.28,608,335,96,622,143882.0,161030.0,3.6,0.8,1219,29,1.5,856,73.3,0,0.0,184,15.8,811,811,0,0.0,739,72,8.9,811,8,1.0,135,322,346,3444.0,0,39,residential_or_mixed
1400000US06073016609,Census Tract 166.09; San Diego County; California,5673,390,6.9,1278,22.5,594,40.6,1341,23.6,2016,661,411,2.81,3.24,1439,538,282,1223,127559.0,134654.0,4.2,2.8,2814,132,2.9,1974,70.0,60,2.1,508,18.0,2029,2016,13,0.6,1499,517,25.6,2016,67,3.3,368,874,707,2452.0,66,238,residential_or_mixed
1400000US06073016610,Census Tract 166.10; San Diego County; California,4853,378,7.8,1416,29.2,592,35.4,1101,22.7,1548,724,403,3.13,3.55,1597,701,287,999,97700.0,120970.0,13.2,10.0,2379,168,4.6,1655,70.0,143,6.0,291,12.3,1570,1548,22,1.4,1181,367,23.7,1548,162,10.5,307,651,428,2229.0,13,138,residential_or_mixed
1400000US06073016613,Census Tract 166.13; San Diego County; California,1945,115,5.9,464,23.9,231,39.3,280,14.4,722,288,139,2.69,3.04,497,172,119,589,120227.0,131008.0,2.7,2.7,887,141,9.1,627,75.5,0,0.0,129,15.5,722,722,0,0.0,551,171,23.7,722,11,1.5,131,416,164,2157.0,0,86,residential_or_mixed
