geo_id,tract_name,total_population,population_under_5,population_under_5_rate,population_under_18,population_under_18_rate,population_65_plus,median_age,hispanic_latino_population,hispanic_latino_rate,total_households,households_with_children,households_with_seniors,avg_household_size,avg_family_size,school_enrolled_population,elementary_school_enrollment,high_school_enrollment,bachelors_or_higher,median_household_income,mean_household_income,poverty_rate,family_poverty_rate,employed_population,unemployed_population,unemployment_rate,drove_alone_count,drove_alone_rate,public_transit_commute_count,public_transit_commute_rate,work_from_home_count,work_from_home_rate,total_housing_units,occupied_housing_units,vacant_housing_units,vacancy_rate,owner_occupied_units,renter_occupied_units,renter_rate,vehicle_households,no_vehicle_households,no_vehicle_rate,one_vehicle_households,two_vehicle_households,three_plus_vehicle_households,median_gross_rent,rent_burden_30_34_count,rent_burden_35_plus_count,tract_type_flag
1400000US06073008336,Census Tract 83.36; San Diego County; California,2047,48,2.3,383,18.7,472,47.8,110,5.4,757,233,279,2.7,2.94,480,228,78,1007,190938.0,203256.0,3.3,1.9,1092,55,3.2,644,59.6,0,0.0,297,27.5,757,757,0,0.0,713,44,5.8,757,13,1.7,113,363,268,,11,0,residential_or_mixed
1400000US06073008337,Census Tract 83.37; San Diego County; California,4939,389,7.9,1323,26.8,904,40.7,472,9.6,1521,682,561,3.25,3.47,1276,564,366,2313,173622.0,196407.0,1.7,2.2,2407,135,3.6,1497,64.8,0,0.0,652,28.2,1521,1521,0,0.0,1214,307,20.2,1521,12,0.8,175,646,688,,72,46,residential_or_mixed
1400000US06073008339,Census Tract 83.39; San Diego County; California,1824,73,4.0,129,7.1,114,28.8,266,14.6,771,98,79,2.37,2.71,560,28,18,736,80804.0,113470.0,31.6,25.0,1132,67,3.9,665,61.0,18,1.6,178,16.3,859,771,88,10.2,178,593,76.9,771,113,14.7,361,226,71,2375.0,41,313,residential_or_mixed
1400000US06073008343,Census Tract 83.43; San Diego County; California,4086,166,4.1,455,11.1,401,28.9,648,15.9,1795,258,295,2.28,2.98,1308,196,84,1901,91336.0,119961.0,27.4,8.8,2603,173,4.7,1334,52.4,241,9.5,448,17.6,1896,1795,101,5.3,356,1439,80.2,1795,181,10.1,732,695,187,2644.0,88,645,residential_or_mixed
1400000US06073008344,Census Tract 83.44; San Diego County; California,3350,148,4.4,641,19.1,837,44.7,274,8.2,1189,421,502,2.8,2.78,663,283,146,1864,193359.0,241619.0,6.7,2.8,1511,74,2.7,1079,71.8,9,0.6,328,21.8,1271,1189,82,6.5,924,265,22.3,1189,8,0.7,212,483,486,3241.0,10,104,residential_or_mixed
1400000US06073008345,Census Tract 83.45; San Diego County; California,4138,211,5.1,828,20.0,1146,40.7,339,8.2,1884,542,875,2.2,2.98,1043,375,134,2232,92846.0,133475.0,7.6,1.7,1908,188,5.5,1034,54.7,7,0.4,702,37.1,1992,1884,108,5.4,819,1065,56.5,1884,78,4.1,839,636,331,2517.0,43,678,residential_or_mixed
1400000US06073008346,Census Tract 83.46; San Diego County; California,4307,331,7.7,756,17.6,776,42.5,395,9.2,1604,462,581,2.68,3.04,843,269,128,2407,183698.0,224572.0,3.2,0.9,2349,109,3.0,1496,66.5,0,0.0,552,24.5,1700,1604,96,5.6,1202,402,25.1,1604,27,1.7,226,833,518,,19,111,residential_or_mixed
1400000US06073008347,Census Tract 83.47; San Diego County; California,6604,433,6.6,1181,17.9,1336,40.3,454,6.9,2003,707,759,3.27,3.49,1436,476,157,2535,149052.0,164066.0,3.5,2.2,3421,104,1.9,2113,61.5,172,5.0,753,21.9,2105,2003,102,4.8,1393,610,30.5,2003,15,0.7,369,962,657,3316.0,113,104,residential_or_mixed
1400000US06073008348,Census Tract 83.48; San Diego County; California,5110,279,5.5,826,16.2,1038,42.7,520,10.2,1712,537,732,2.97,3.45,845,327,158,2172,161447.0,180274.0,4.7,2.3,2784,115,2.6,1717,62.0,47,1.7,609,22.0,1803,1712,91,5.0,1221,491,28.7,1712,70,4.1,388,680,574,2627.0,43,143,residential_or_mixed
1400000US06073008349,Census Tract 83.49; San Diego County; California,3539,195,5.5,660,18.6,686,41.4,544,15.4,1102,339,452,3.17,3.54,743,258,66,1190,150114.0,157535.0,9.0,4.5,1800,96,3.3,1172,65.1,0,0.0,421,23.4,1120,1102,18,1.6,720,382,34.7,1102,84,7.6,198,389,431,2706.0,0,134,residential_or_mixed
1400000US06073008350,Census Tract 83.50; San Diego County; California,6722,676,10.1,1449,21.6,838,36.5,931,13.9,2220,784,505,3.02,3.26,1532,585,141,3002,145682.0,165462.0,9.0,4.6,3587,198,3.7,2179,61.0,105,2.9,804,22.5,2283,2220,63,2.8,1134,1086,48.9,2220,69,3.1,537,819,795,3071.0,74,300,residential_or_mixed
1400000US06073008351,Census Tract 83.51; San Diego County; California,5122,305,6.0,820,16.0,811,36.3,933,18.2,1415,521,475,3.59,3.58,1132,249,233,1693,142516.0,158377.0,4.3,2.1,2984,140,3.2,1776,59.1,27,0.9,581,19.3,1415,1415,0,0.0,761,654,46.2,1415,15,1.1,383,492,525,2678.0,29,298,residential_or_mixed
1400000US06073008352,Census Tract 83.52; San Diego County; California,3738,303,8.1,975,26.1,352,30.4,1172,31.4,977,262,238,3.78,4.28,1105,285,271,1076,114493.0,141921.0,7.0,4.3,2016,60,2.1,1333,65.3,57,2.8,145,7.1,1114,977,137,12.3,552,425,43.5,977,17,1.7,253,410,297,2384.0,44,214,residential_or_mixed
1400000US06073008353,Census Tract 83.53; San Diego County; California,4372,297,6.8,844,19.3,890,39.4,779,17.8,1529,502,546,2.84,3.13,972,323,165,1814,153376.0,174192.0,2.6,1.9,2241,145,4.1,1676,75.7,12,0.5,419,18.9,1643,1529,114,6.9,1136,393,25.7,1529,76,5.0,282,606,565,3427.0,10,74,residential_or_mixed
1400000US06073008355,Census Tract 83.55; San Diego County; California,3065,197,6.4,609,19.9,461,36.1,277,9.0,972,354,294,3.13,3.53,588,270,126,1081,155263.0,172250.0,6.1,5.1,1655,47,1.8,1033,61.5,10,0.6,431,25.7,987,972,15,1.5,607,365,37.6,972,51,5.2,269,318,334,2862.0,116,71,residential_or_mixed
1400000US06073008356,Census Tract 83.56; San Diego County; California,3976,199,5.0,861,21.7,647,38.0,130,3.3,1368,509,476,2.91,3.5,890,391,135,1535,124707.0,158809.0,7.7,4.4,2125,36,1.1,1319,62.2,99,4.7,466,22.0,1413,1368,45,3.2,798,570,41.7,1368,71,5.2,407,671,219,2528.0,44,144,residential_or_mixed
1400000US06073008357,Census Tract 83.57; San Diego County; California,4619,226,4.9,682,14.8,541,35.3,655,14.2,1551,471,423,2.97,3.38,1105,264,184,1895,111332.0,178211.0,11.7,5.0,2972,125,3.1,1886,65.1,76,2.6,684,23.6,1551,1551,0,0.0,862,689,44.4,1551,160,10.3,572,430,389,2224.0,149,233,residential_or_mixed
1400000US06073008358,Census Tract 83.58; San Diego County; California,5836,261,4.5,842,14.4,1124,41.9,825,14.1,1949,422,846,2.95,3.37,1183,444,82,1714,114760.0,126456.0,10.5,10.8,3202,113,2.2,2323,73.7,0,0.0,430,13.6,2115,1949,166,7.8,1263,686,35.2,1949,121,6.2,521,634,673,2371.0,68,325,residential_or_mixed
1400000US06073008359,Census Tract 83.59; San Diego County; California,4324,245,5.7,755,17.5,302,30.8,1469,34.0,1822,559,258,2.37,2.94,895,303,187,1480,96447.0,113025.0,6.3,3.5,2585,191,5.2,1623,60.4,120,4.5,501,18.7,1933,1822,111,5.7,340,1482,81.3,1822,148,8.1,943,513,218,2250.0,152,456,residential_or_mixed
1400000US06073008360,Census Tract 83.60; San Diego County; California,6592,370,5.6,1550,23.5,841,35.5,1916,29.1,2418,622,651,2.72,3.27,1801,1041,42,1666,101963.0,121653.0,5.8,2.7,3047,362,7.1,2352,78.1,0,0.0,509,16.9,2418,2418,0,0.0,1305,1113,46.0,2418,108,4.5,761,1045,504,2261.0,104,441,residential_or_mixed
1400000US06073008361,Census Tract 83.61; San Diego County; California,2798,116,4.1,275,9.8,336,31.3,437,15.6,1563,168,284,1.79,2.81,880,67,57,1474,112426.0,114243.0,29.4,18.7,1480,201,7.9,662,44.9,50,3.4,475,32.2,1631,1563,68,4.2,565,998,63.9,1563,74,4.7,955,489,45,2767.0,86,412,residential_or_mixed
1400000US06073008362,Census Tract 83.62; San Diego County; California,3320,70,2.1,550,16.6,361,34.7,401,12.1,1582,368,270,2.1,2.71,863,203,209,2086,127500.0,144427.0,7.2,0.0,2056,155,5.5,1041,51.8,75,3.7,662,32.9,1721,1582,139,8.1,793,789,49.9,1582,87,5.5,782,582,131,3246.0,98,296,residential_or_mixed
1400000US06073008363,Census Tract 83.63; San Diego County; California,5631,250,4.4,460,8.2,179,23.1,1443,25.6,1962,291,142,2.54,3.0,2963,94,130,1642,76500.0,93493.0,44.5,32.6,3212,279,5.4,1475,46.7,513,16.2,708,22.4,2048,1962,86,4.2,138,1824,93.0,1962,255,13.0,946,551,210,2625.0,223,915,residential_or_mixed
1400000US06073008364,Census Tract 83.64; San Diego County; California,4440,138,3.1,418,9.4,485,30.6,422,9.5,2300,303,317,1.93,2.5,1498,191,69,2596,106875.0,116756.0,23.3,8.6,2809,168,4.1,1123,41.4,379,14.0,699,25.8,2635,2300,335,12.7,903,1397,60.7,2300,243,10.6,1211,742,104,2575.0,12,597,residential_or_mixed
1400000US06073008365,Census Tract 83.65; San Diego County; California,2573,83,3.2,434,16.9,526,49.7,370,14.4,928,283,371,2.77,3.0,593,170,154,1376,215532.0,257804.0,3.1,4.3,1160,21,0.9,629,55.0,0,0.0,427,37.4,955,928,27,2.8,861,67,7.2,928,5,0.5,109,528,286,,9,29,residential_or_mixed
1400000US06073008366,Census Tract 83.66; San Diego County; California,7106,188,2.6,1592,22.4,929,48.1,766,10.8,2413,875,610,2.94,3.26,1860,903,420,4152,207135.0,267234.0,1.3,1.3,3685,211,3.6,2369,64.6,41,1.1,1060,28.9,2583,2413,170,6.6,2101,312,12.9,2413,24,1.0,337,1257,795,3369.0,48,145,residential_or_mixed
1400000US06073008367,Census Tract 83.67; San Diego County; California,3394,65,1.9,819,24.1,346,43.1,637,18.8,1236,464,237,2.75,2.95,1081,569,154,1537,122266.0,157352.0,7.3,8.0,1617,128,4.9,1008,62.2,4,0.2,538,33.2,1286,1236,50,3.9,621,615,49.8,1236,0,0.0,330,717,189,1618.0,55,292,residential_or_mixed
1400000US06073008368,Census Tract 83.68; San Diego County; California,6134,245,4.0,1459,23.8,1038,46.0,503,8.2,1851,824,692,3.31,3.45,1637,709,486,3196,220580.0,265351.0,4.7,5.0,2972,152,3.1,1874,64.0,9,0.3,750,25.6,1979,1851,128,6.5,1637,214,11.6,1851,9,0.5,145,860,837,,18,110,residential_or_mixed
1400000US06073008369,Census Tract 83.69; San Diego County; California,4624,89,1.9,903,19.5,329,33.2,367,7.9,2120,510,236,2.18,2.82,1091,513,175,2779,170156.0,178234.0,5.7,3.6,3078,163,4.3,1909,63.1,0,0.0,895,29.6,2261,2120,141,6.2,777,1343,63.3,2120,11,0.5,984,1006,119,3374.0,240,513,residential_or_mixed
1400000US06073008370,Census Tract 83.70; San Diego County; California,3757,182,4.8,869,23.1,326,39.1,356,9.5,1607,560,250,2.34,2.93,936,361,215,2164,149851.0,184071.0,3.6,2.5,2309,75,2.5,1352,59.1,0,0.0,597,26.1,1880,1607,273,14.5,903,704,43.8,1607,60,3.7,752,614,181,3288.0,84,193,residential_or_mixed
1400000US06073008371,Census Tract 83.71; San Diego County; California,4288,299,7.0,1035,24.1,223,32.4,212,4.9,1680,550,173,2.55,3.21,1105,527,141,2472,207532.0,242150.0,3.5,2.6,2516,107,3.2,1644,65.9,18,0.7,775,31.1,1766,1680,86,4.9,419,1261,75.1,1680,92,5.5,463,909,216,3363.0,161,437,residential_or_mixed
1400000US06073008372,Census Tract 83.72; San Diego County; California,3819,217,5.7,1025,26.8,321,39.5,441,11.5,1350,550,204,2.83,3.28,1135,525,240,2267,,335081.0,7.1,6.4,1994,45,1.6,1359,67.7,0,0.0,568,28.3,1419,1350,69,4.9,763,587,43.5,1350,21,1.6,392,582,355,,11,323,residential_or_mixed
1400000US06073008373,Census Tract 83.73; San Diego County; California,3323,94,2.8,614,18.5,618,42.2,160,4.8,1283,362,366,2.59,3.04,700,294,193,2060,192031.0,244982.0,5.2,2.6,1787,57,2.0,1029,58.3,0,0.0,620,35.1,1296,1283,13,1.0,691,592,46.1,1283,55,4.3,273,743,212,,0,176,residential_or_mixed
1400000US06073008374,Census Tract 83.74; San Diego County; California,3952,173,4.4,1195,30.2,286,40.8,339,8.6,1225,685,191,3.23,3.45,1205,566,387,2228,,360678.0,1.6,1.5,2028,14,0.5,1246,62.1,0,0.0,625,31.2,1225,1225,0,0.0,1090,135,11.0,1225,11,0.9,199,435,580,,11,41,residential_or_mixed
1400000US06073008375,Census Tract 83.75; San Diego County; California,4317,84,1.9,157,3.6,204,28.6,482,11.2,2191,133,158,1.97,2.43,1114,66,29,2234,123906.0,134207.0,27.3,17.8,2877,134,3.2,1770,62.7,29,1.0,773,27.4,2191,2191,0,0.0,482,1709,78.0,2191,106,4.8,816,1147,122,2929.0,129,555,residential_or_mixed
1400000US06073008376,Census Tract 83.76; San Diego County; California,6332,46,0.7,720,11.4,698,29.9,1536,24.3,2845,374,531,2.23,3.02,1968,402,235,2968,110625.0,142957.0,15.1,1.6,3966,163,2.8,2294,58.1,43,1.1,1071,27.1,3110,2845,265,8.5,432,2413,84.8,2845,128,4.5,1238,1227,252,2810.0,109,1073,residential_or_mixed
1400000US06073008377,Census Tract 83.77; San Diego County; California,2008,41,2.0,159,7.9,239,30.3,135,6.7,1028,111,194,1.93,2.66,737,72,43,1031,92700.0,98684.0,26.7,0.0,1166,47,2.5,637,55.3,100,8.7,286,24.8,1220,1028,192,15.7,305,723,70.3,1028,106,10.3,498,415,9,2778.0,99,377,residential_or_mixed
1400000US06073008378,Census Tract 83.78; San Diego County; California,843,0,0.0,47,5.6,13,24.2,112,13.3,391,32,12,2.16,2.39,495,26,0,265,73828.0,83065.0,42.6,0.0,395,0,0.0,98,27.8,60,17.0,98,27.8,520,391,129,24.8,63,328,83.9,391,39,10.0,222,98,32,2855.0,64,166,residential_or_mixed
1400000US06073008379,Census Tract 83.79; San Diego County; California,4043,107,2.6,278,6.9,749,32.0,161,4.0,1977,268,543,2.01,2.3,1326,146,25,1981,75110.0,109224.0,32.7,11.7,1826,75,2.0,1024,56.4,163,9.0,387,21.3,2287,1977,310,13.6,167,1810,91.6,1977,453,22.9,1004,504,16,2751.0,188,708,residential_or_mixed
1400000US06073008380,Census Tract 83.80; San Diego County; California,6664,155,2.3,858,12.9,788,31.8,929,13.9,2938,510,599,2.27,2.5,1640,498,150,3019,94766.0,135100.0,8.2,1.0,3294,324,5.5,2249,66.0,0,0.0,930,27.3,3027,2938,89,2.9,655,2283,77.7,2938,21,0.7,1151,1659,107,2995.0,120,1230,residential_or_mixed
1400000US06073008381,Census Tract 83.81; San Diego County; California,3255,235,7.2,529,16.3,333,30.6,296,9.1,1020,306,235,3.19,3.06,617,190,67,1774,201319.0,189995.0,8.7,5.9,2154,97,3.5,962,44.1,0,0.0,753,34.6,1119,1020,99,8.8,322,698,68.4,1020,14,1.4,375,441,190,,57,183,residential_or_mixed
1400000US06073008501,Census Tract 85.01; San Diego County; California,5923,464,7.8,1312,22.2,926,40.2,1275,21.5,2170,711,652,2.7,2.91,1380,505,303,2425,144559.0,151823.0,7.8,4.5,3288,150,3.1,1977,64.2,39,1.3,763,24.8,2197,2170,27,1.2,1338,832,38.3,2170,46,2.1,480,1158,486,2644.0,50,440,residential_or_mixed
1400000US06073008502,Census Tract 85.02; San Diego County; California,6507,185,2.8,1208,18.6,1731,45.4,1852,28.5,2561,693,1079,2.53,3.03,1361,338,531,2737,102326.0,124314.0,16.8,7.8,2894,312,5.5,1910,65.7,20,0.7,689,23.7,2602,2561,41,1.6,1848,713,27.8,2561,194,7.6,671,1200,496,2137.0,74,183,residential_or_mixed
1400000US06073008503,Census Tract 85.03; San Diego County; California,7840,314,4.0,1644,21.0,1204,37.7,2200,28.1,3119,804,825,2.51,2.83,2113,591,701,3278,110065.0,152930.0,10.1,5.1,4460,59,0.9,2505,56.5,96,2.2,1101,24.8,3231,3119,112,3.5,1708,1411,45.2,3119,146,4.7,815,1588,570,2665.0,99,654,residential_or_mixed
1400000US06073008504,Census Tract 85.04; San Diego County; California,5774,743,12.9,1162,20.1,1370,41.5,711,12.3,2299,575,965,2.49,2.93,947,231,116,2155,126865.0,133527.0,8.8,5.0,2285,192,4.1,1440,61.7,27,1.2,572,24.5,2375,2299,76,3.2,1712,587,25.5,2299,177,7.7,696,990,436,1793.0,27,285,residential_or_mixed
1400000US06073008505,Census Tract 85.05; San Diego County; California,5419,78,1.4,861,15.9,873,37.8,1425,26.3,2055,385,637,2.64,3.11,1603,558,252,1723,88184.0,132517.0,13.8,8.8,2406,262,5.6,1361,59.6,36,1.6,404,17.7,2122,2055,67,3.2,1170,885,43.1,2055,152,7.4,642,548,713,2021.0,81,486,residential_or_mixed
1400000US06073008506,Census Tract 85.06; San Diego County; California,4027,213,5.3,692,17.2,644,40.2,935,23.2,1589,388,443,2.53,2.93,967,349,192,1544,121484.0,167405.0,10.5,6.7,2335,104,3.1,1644,70.0,14,0.6,570,24.3,1620,1589,31,1.9,860,729,45.9,1589,35,2.2,468,505,581,2245.0,54,237,residential_or_mixed
1400000US06073008507,Census Tract 85.07; San Diego County; California,6606,283,4.3,1277,19.3,1152,39.6,2452,37.1,2459,694,789,2.64,3.13,1453,565,384,1885,88824.0,112190.0,10.6,9.6,3243,129,2.3,2133,65.1,1,0.0,860,26.2,2737,2459,278,10.2,1186,1273,51.8,2459,116,4.7,846,921,576,2181.0,100,665,residential_or_mixed
1400000US06073008509,Census Tract 85.09; San Diego County; California,6558,206,3.1,900,13.7,1034,46.1,1454,22.2,2758,541,696,2.37,2.77,1143,413,161,2441,113818.0,122689.0,6.8,3.3,3690,158,2.7,2812,75.2,0,0.0,584,15.6,2883,2758,125,4.3,1325,1433,52.0,2758,191,6.9,798,1178,591,2198.0,269,621,residential_or_mixed
1400000US06073008510,Census Tract 85.10; San Diego County; California,5814,194,3.3,661,11.4,1091,46.1,1166,20.1,2662,413,828,2.18,2.93,958,231,276,2167,87143.0,103096.0,7.4,4.2,3280,127,2.4,2108,67.7,66,2.1,522,16.8,2712,2662,50,1.8,1371,1291,48.5,2662,241,9.1,1096,863,462,1639.0,169,610,residential_or_mixed
1400000US06073008511,Census Tract 85.11; San Diego County; California,5607,201,3.6,603,10.8,343,34.2,1361,24.3,2679,376,300,2.04,2.58,925,350,22,2727,140403.0,142326.0,6.9,7.3,3905,352,7.0,2709,70.4,0,0.0,725,18.8,2922,2679,243,8.3,915,1764,65.8,2679,34,1.3,1199,1183,263,2923.0,283,535,residential_or_mixed
1400000US06073008512,Census Tract 85.12; San Diego County; California,4137,238,5.8,844,20.4,853,42.7,633,15.3,1568,442,610,2.64,3.05,944,329,194,1576,123933.0,158381.0,8.3,3.4,2210,83,2.4,1426,65.4,0,0.0,615,28.2,1576,1568,8,0.5,1194,374,23.9,1568,58,3.7,380,693,437,3275.0,37,97,residential_or_mixed
1400000US06073008513,Census Tract 85.13; San Diego County; California,2946,138,4.7,536,18.2,593,39.6,462,15.7,1163,283,416,2.53,3.0,586,234,110,1371,138835.0,165209.0,4.4,0.0,1672,99,4.1,1143,69.0,0,0.0,451,27.2,1163,1163,0,0.0,775,388,33.4,1163,11,0.9,279,494,379,3455.0,67,149,residential_or_mixed
1400000US06073008600,Census Tract 86; San Diego County; California,6204,369,5.9,1479,23.8,1235,37.0,2459,39.6,2255,774,843,2.75,3.48,1784,673,266,1278,66193.0,83366.0,10.4,7.8,2661,141,2.9,1764,66.8,0,0.0,529,20.0,2368,2255,113,4.8,1345,910,40.4,2255,184,8.2,973,454,644,1883.0,68,311,residential_or_mixed
1400000US06073008701,Census Tract 87.01; San Diego County; California,3169,323,10.2,855,27.0,250,32.7,599,18.9,1198,434,129,2.52,3.41,1031,330,145,1081,79191.0,93786.0,10.4,6.0,1260,181,7.6,1184,75.7,10,0.6,176,11.2,1303,1198,105,8.1,300,898,75.0,1198,11,0.9,450,581,156,2372.0,109,495,residential_or_mixed
1400000US06073008702,Census Tract 87.02; San Diego County; California,4980,214,4.3,704,14.1,662,39.8,1154,23.2,1668,433,210,2.59,3.03,1199,208,233,1431,118556.0,128312.0,12.4,4.1,2528,189,4.3,1576,62.0,59,2.3,658,25.9,1884,1668,216,11.5,735,933,55.9,1668,129,7.7,560,662,317,2481.0,69,440,residential_or_mixed
1400000US06073008800,Census Tract 88; San Diego County; California,6061,174,2.9,933,15.4,718,38.9,2014,33.2,2010,477,474,3.01,3.62,1373,420,262,1314,83125.0,103975.0,19.7,16.4,3561,193,3.7,2325,67.1,130,3.8,553,16.0,2153,2010,143,6.6,744,1266,63.0,2010,241,12.0,566,607,596,2020.0,71,691,residential_or_mixed
1400000US06073008901,Census Tract 89.01; San Diego County; California,5576,282,5.1,600,10.8,944,36.7,1639,29.4,2573,362,798,2.17,3.16,1387,95,42,2379,81859.0,94983.0,4.2,0.8,3359,199,4.0,2352,69.5,108,3.2,567,16.8,2573,2573,0,0.0,1214,1359,52.8,2573,69,2.7,1179,959,366,2673.0,185,698,residential_or_mixed
1400000US06073008902,Census Tract 89.02; San Diego County; California,3973,201,5.1,351,8.8,375,32.6,918,23.1,2156,154,324,1.84,2.55,741,104,13,1981,106897.0,124811.0,15.6,15.1,2360,69,1.9,1884,70.4,95,3.5,432,16.1,2462,2156,306,12.4,784,1372,63.6,2156,93,4.3,1075,829,159,3325.0,182,545,residential_or_mixed
1400000US06073009000,Census Tract 90; San Diego County; California,3778,226,6.0,605,16.0,628,37.2,1010,26.7,1388,405,521,2.41,3.02,1141,187,185,1428,117161.0,133967.0,8.2,4.8,2015,111,3.4,1225,63.1,48,2.5,387,19.9,1473,1388,85,5.8,733,655,47.2,1388,23,1.7,391,703,271,2170.0,50,182,residential_or_mixed
1400000US06073009101,Census Tract 91.01; San Diego County; California,5425,327,6.0,838,15.4,1055,41.7,808,14.9,2337,536,805,2.32,2.63,895,287,54,2799,136356.0,195357.0,5.0,2.2,3150,37,0.8,1626,54.0,14,0.5,1090,36.2,2444,2337,107,4.4,1395,942,40.3,2337,48,2.1,410,1221,658,2576.0,34,309,residential_or_mixed
1400000US06073009102,Census Tract 91.02; San Diego County; California,4204,146,3.5,307,7.3,464,31.3,1622,38.6,2067,231,385,2.03,2.5,1000,72,124,1616,75764.0,89926.0,11.5,10.7,2892,107,2.7,2212,74.3,31,1.0,523,17.6,2203,2067,136,6.2,350,1717,83.1,2067,176,8.5,785,868,238,2126.0,248,998,residential_or_mixed
1400000US06073009103,Census Tract 91.03; San Diego County; California,4011,246,6.1,913,22.8,806,42.3,500,12.5,1568,442,605,2.55,3.1,803,307,189,1917,144821.0,176056.0,1.9,0.0,2066,128,4.0,1279,63.3,112,5.5,528,26.1,1691,1568,123,7.3,1068,500,31.9,1568,61,3.9,250,845,412,2779.0,70,197,residential_or_mixed
1400000US06073009104,Census Tract 91.04; San Diego County; California,3064,160,5.2,648,21.1,669,41.9,316,10.3,1127,378,441,2.72,3.08,779,326,123,1487,134896.0,180545.0,6.3,3.7,1507,12,0.5,956,65.1,15,1.0,324,22.1,1189,1127,62,5.2,883,244,21.7,1127,33,2.9,195,444,455,3113.0,16,54,residential_or_mixed
1400000US06073009107,Census Tract 91.07; San Diego County; California,5266,344,6.5,568,10.8,381,30.3,1045,19.8,2438,317,290,2.05,2.9,1412,95,122,2060,100085.0,113828.0,22.9,19.8,3128,85,1.8,2098,64.4,53,1.6,764,23.5,2666,2438,228,8.6,719,1719,70.5,2438,89,3.7,1210,812,327,2412.0,173,736,residential_or_mixed
1400000US06073009108,Census Tract 91.08; San Diego County; California,2133,135,6.3,406,19.0,367,41.0,754,35.3,933,227,265,2.28,3.0,474,136,134,881,93967.0,131556.0,6.0,3.3,1199,44,2.4,637,53.4,8,0.7,421,35.3,998,933,65,6.5,452,481,51.6,933,8,0.9,329,403,193,1888.0,102,158,residential_or_mixed
1400000US06073009109,Census Tract 91.09; San Diego County; California,3281,0,0.0,29,0.9,22,19.6,751,22.9,20,4,0,2.1,3.5,3142,5,0,115,176250.0,166030.0,19.0,0.0,1105,147,4.5,218,20.3,11,1.0,244,22.8,34,20,14,41.2,0,20,100.0,20,0,0.0,9,11,0,2750.0,0,0,likely_institutional_or_group_quarters
1400000US06073009201,Census Tract 92.01; San Diego County; California,6288,817,13.0,1557,24.8,276,29.5,1851,29.4,2318,815,188,2.71,3.15,1482,437,286,1314,86111.0,123078.0,5.7,2.4,2888,168,3.5,2503,67.0,30,0.8,554,14.8,2541,2318,223,8.8,515,1803,77.8,2318,99,4.3,660,1200,359,,12,1231,residential_or_mixed
1400000US06073009203,Census Tract 92.03; San Diego County; California,4554,207,4.5,433,9.5,336,34.3,914,20.1,2495,309,240,1.83,2.59,1131,82,98,2593,131629.0,143094.0,10.7,2.0,2710,145,3.5,1845,61.6,35,1.2,1022,34.1,2712,2495,217,8.0,821,1674,67.1,2495,0,0.0,1187,1055,253,3352.0,109,698,residential_or_mixed
1400000US06073009204,Census Tract 92.04; San Diego County; California,4129,117,2.8,532,12.9,499,43.4,617,14.9,1375,358,410,3.0,3.67,823,215,165,1767,151849.0,168791.0,2.3,0.0,2611,107,2.9,1617,61.3,0,0.0,853,32.3,1375,1375,0,0.0,961,414,30.1,1375,19,1.4,331,468,557,,21,126,residential_or_mixed
1400000US06073009301,Census Tract 93.01; San Diego County; California,5084,188,3.7,1019,20.0,756,37.4,1750,34.4,1838,541,586,2.73,3.37,1252,451,138,1483,112923.0,123713.0,10.3,3.5,2808,270,6.6,1622,57.6,45,1.6,808,28.7,1947,1838,109,5.6,993,845,46.0,1838,44,2.4,660,665,469,2270.0,43,356,residential_or_mixed
1400000US06073009305,Census Tract 93.05; San Diego County; California,6104,660,10.8,1257,20.6,888,33.5,1642,26.9,2355,605,634,2.56,3.03,1251,436,128,2510,134102.0,172459.0,15.9,9.6,2822,408,8.4,2104,71.1,21,0.7,440,14.9,2435,2355,80,3.3,973,1382,58.7,2355,43,1.8,762,1174,376,3278.0,213,583,residential_or_mixed
1400000US06073009306,Census Tract 93.06; San Diego County; California,5589,445,8.0,1212,21.7,730,35.1,1082,19.4,2201,736,476,2.53,2.81,1196,545,44,2470,155329.0,157600.0,3.7,0.0,3319,213,4.8,2147,62.3,45,1.3,860,24.9,2267,2201,66,2.9,1054,1147,52.1,2201,26,1.2,546,1167,462,3023.0,121,328,residential_or_mixed
1400000US06073009307,Census Tract 93.07; San Diego County; California,4846,21,0.4,300,6.2,321,30.7,1382,28.5,2711,305,310,1.79,2.4,975,127,53,2422,121642.0,160203.0,9.6,11.7,3276,0,0.0,2415,64.4,78,2.1,803,21.4,3022,2711,311,10.3,412,2299,84.8,2711,89,3.3,1274,1047,301,2840.0,171,795,residential_or_mixed
1400000US06073009308,Census Tract 93.08; San Diego County; California,4200,80,1.9,164,3.9,666,36.5,1246,29.7,2185,114,510,1.92,2.48,606,43,26,1351,86139.0,108244.0,3.8,2.3,2316,192,4.7,1764,64.6,60,2.2,645,23.6,2395,2185,210,8.8,489,1696,77.6,2185,260,11.9,925,968,32,2868.0,180,897,residential_or_mixed
1400000US06073009400,Census Tract 94; San Diego County; California,4394,317,7.2,992,22.6,0,21.4,1370,31.2,515,396,0,3.97,4.07,1034,464,155,396,89893.0,93794.0,9.2,10.4,486,29,0.8,1007,35.2,66,2.3,234,8.2,567,515,52,9.2,0,515,100.0,515,0,0.0,102,344,69,,54,370,residential_or_mixed
